use,name,effect,presc,score
Acne,Benzoyl peroxide / clindamycin,7.942857142857143,13.971428571428572,6.420787618348249
Acne,Benzoyl peroxide / erythromycin,8.666666666666666,16.0,5.75075164800041
Acne,Benzoyl peroxide / sulfur,10.0,3.0,8.745991303284766
Acne,Claravis,8.0,15.4,6.640553773518088
Acne,Clarifoam EF,10.0,18.0,6.633970466631683
Acne,Clindamycin,4.5,22.0,4.167252369512212
Acne,Clindamycin / tretinoin,8.428571428571429,13.5,6.844629833624755
Acne,Dapsone,7.260869565217392,17.869565217391305,6.999807701118499
Acne,Differin,6.8,22.5,6.88568138276526
Acne,Doryx,8.428571428571429,26.571428571428573,7.465259814905849
Acne,Doxycycline,7.842105263157895,16.57894736842105,6.773057005557598
Acne,Drospirenone / ethinyl estradiol,6.7105263157894735,16.736842105263158,6.0550515055688585
Acne,Drospirenone / ethinyl estradiol / levomefolate calcium,6.0,10.0,6.905589933644603
Acne,Duac,7.0,16.77777777777778,6.295212293305313
Acne,Epiduo,7.602409638554217,12.566265060240964,7.190977444903109
Acne,Epiduo Forte,8.666666666666666,2.6666666666666665,6.891469671065782
Acne,Erythromycin,10.0,27.0,7.921906947449914
Acne,Estarylla,4.5,6.0,7.439200644167884
Acne,Ethinyl estradiol / norethindrone,3.857142857142857,5.285714285714286,5.953529438721612
Acne,Ethinyl estradiol / norgestimate,6.0,9.394736842105264,6.59672748664282
Acne,Gianvi,7.0,7.75,6.167870687760721
Acne,Gildess Fe 1 / 20,3.0,2.0,8.309528553381194
Acne,Hexachlorophene,10.0,1.0,6.80968357898411
Acne,Isotretinoin,8.290909090909091,19.527272727272727,7.148647976425423
Acne,Junel Fe 1 / 20,6.333333333333333,17.0,7.173773318509563
Acne,Junel Fe 1.5 / 30,1.0,1.0,4.319273404069607
Acne,Loestrin 24 Fe,4.75,27.666666666666668,6.51981130646169
Acne,Loestrin Fe 1 / 20,2.0,0.0,5.361011644211109
Acne,Loryna,6.75,4.0,7.01911615261889
Acne,Microgestin Fe 1 / 20,1.0,0.0,3.054420106447377
Acne,Minocin,6.0,14.0,4.258717606691409
Acne,Minocycline,6.085106382978723,11.702127659574469,6.487296188720024
Acne,Monodox,8.25,12.25,6.833360331060513
Acne,Myorisan,9.0,4.0,8.457255146738312
Acne,Ocella,6.0,10.0,6.141999516227384
Acne,Onexton,10.0,1.5,7.427648928581811
Acne,Ortho Tri-Cyclen,3.8333333333333335,7.333333333333333,6.315139575224426
Acne,Retin-A,9.1,33.0,6.958522114119825
Acne,SMZ-TMP DS,1.0,5.0,4.884977122534999
Acne,Septra,10.0,17.0,7.900790082378434
Acne,Solodyn,6.818181818181818,22.818181818181817,7.0333968600439425
Acne,Spironolactone,7.380952380952381,23.69047619047619,6.794403917315717
Acne,Sulfacetamide sodium / sulfur,3.25,11.5,3.86447251133823
Acne,Sulfamethoxazole / trimethoprim,8.652173913043478,24.652173913043477,6.954105947447143
Acne,Sulfur,10.0,1.0,6.80968357898411
Acne,Tazarotene,10.0,7.0,6.493653305451713
Acne,Tazorac,10.0,3.0,8.745991303284766
Acne,Tetracycline,8.2,12.2,7.29562274729936
Acne,Tretin-X,9.0,7.0,6.607445106972985
Acne,Tretinoin,8.325581395348838,21.813953488372093,6.986065905491035
Acne,Tri-Previfem,6.375,14.75,7.562617502439007
Acne,Tri-Sprintec,4.357142857142857,6.785714285714286,6.220127403441201
Acne,TriNessa,8.0,19.11111111111111,7.42504713792898
Acne,TriNessa Lo,3.0,1.0,7.049146669046808
Acne,Veltin,9.0,1.5,6.8831426211596565
Acne,Vestura,9.0,3.0,8.842186219376321
Acne,Yasmin,7.3076923076923075,23.615384615384617,6.1180949738550305
Acne,Yaz,6.3125,18.875,6.1740145081639115
Acne,Zenatane,6.666666666666667,10.333333333333334,6.03168510001975
Acne,Ziana,8.76923076923077,14.076923076923077,6.930022151024894
Actinic Keratosis,Fluorouracil,8.25,19.0,6.545915903456914
Actinic Keratosis,Tolak,1.0,13.0,3.3477247532480425
Acute Coronary Syndrome,Brilinta,7.0,15.0,6.338505519118186
Acute Coronary Syndrome,Effient,7.5,18.5,6.254838629204498
Acute Coronary Syndrome,Prasugrel,8.8,20.8,6.0327687598868165
Acute Lymphoblastic Leukemia,Dasatinib,10.0,3.0,8.745991303284766
Acute Lymphoblastic Leukemia,Iclusig,1.0,2.0,6.169373881075924
Acute Lymphoblastic Leukemia,Imatinib,10.0,11.0,7.544492890288928
Acute Promyelocytic Leukemia,Tretinoin,8.0,2.0,7.171574816814388
Addison's Disease,Decadron,8.0,0.0,4.821588697606812
Addison's Disease,Fludrocortisone,9.0,6.0,6.290834689334499
Addison's Disease,Hydrocortisone,10.0,0.0,6.109306553878856
Addison's Disease,Hydrocortone,8.0,4.0,7.493869596318778
Adrenocortical Insufficiency,Hydrocortisone,3.0,1.0,7.049146669046808
Adrenocortical Insufficiency,Prednisone,10.0,1.0,6.80968357898411
Adult Human Growth Hormone Deficiency,Omnitrope,10.0,3.0,8.745991303284766
Agitated State,Abilify,7.714285714285714,52.42857142857143,7.097871746100403
Agitated State,Aripiprazole,8.4,31.6,7.17812723907191
Agitation,Loxapine,3.0,0.0,6.35504055965443
Agitation,Olanzapine,8.0,19.0,4.844844184750362
Agitation,Risperidone,3.0,14.0,7.606465418818852
Agitation,Zyprexa Intramuscular,8.0,19.0,4.844844184750362
Alcohol Dependence,Acamprosate,9.352941176470589,70.23529411764706,7.026087859452761
Alcohol Dependence,Antabuse,8.454545454545455,98.45454545454545,7.274986507372389
Alcohol Dependence,Campral,9.1875,60.1875,6.838676479947163
Alcohol Dependence,Disulfiram,7.75,72.91666666666667,7.057741270649686
Alcohol Dependence,Naltrexone,8.31578947368421,69.47368421052632,7.306680858928313
Alcohol Dependence,Revia,9.0,98.0,8.648966712779009
Alcohol Dependence,Vivitrol,9.5,89.5,7.486901419085108
Alcohol Withdrawal,Baclofen,7.0,26.666666666666668,6.789927897979972
Alcohol Withdrawal,Catapres,8.0,35.0,7.818854148514794
Alcohol Withdrawal,Chlordiazepoxide,9.555555555555555,56.611111111111114,7.510347542442222
Alcohol Withdrawal,Clonidine,8.0,35.0,7.818854148514794
Alcohol Withdrawal,Diazepam,6.0,27.0,5.171608686941305
Alcohol Withdrawal,Gabapentin,9.6,72.2,7.6738821766362175
Alcohol Withdrawal,Librium,9.5,69.08333333333333,7.713505019910539
Alcohol Withdrawal,Neurontin,9.0,138.0,6.2695892477626325
Alcohol Withdrawal,Serax,9.0,37.0,6.590175893363125
Alcohol Withdrawal,Valium,8.0,89.0,5.744217989994196
Allergic Reactions,Benadryl Allergy,10.0,18.666666666666668,7.886011958255886
Allergic Reactions,Chlor-Trimeton,10.0,14.0,7.369878171891573
Allergic Reactions,Cyproheptadine,7.0,8.0,5.281756228697488
Allergic Reactions,Diphenhydramine,10.0,4.666666666666667,6.806920740380897
Allergic Reactions,Phenergan,1.0,12.0,3.5351764941555603
Allergic Reactions,Prednisone,3.25,12.5,7.275064733287764
Allergic Reactions,Promethazine,1.0,12.0,3.5351764941555603
Allergic Reactions,Triamcinolone,10.0,1.0,6.80968357898411
Allergic Rhinitis,Acetaminophen / dexbrompheniramine / pseudoephedrine,10.0,1.0,6.80968357898411
Allergic Rhinitis,Allegra,6.888888888888889,25.666666666666668,7.1209806077170485
Allergic Rhinitis,Allegra Allergy,5.0,7.0,4.4152596781425215
Allergic Rhinitis,Astelin,10.0,27.333333333333332,7.864152876974451
Allergic Rhinitis,Astepro,9.5,25.0,7.593828426411843
Allergic Rhinitis,Azelastine,8.0,15.833333333333334,6.607991756160074
Allergic Rhinitis,Azelastine / fluticasone,6.714285714285714,9.571428571428571,6.233292689276321
Allergic Rhinitis,Beclomethasone,9.0,1.0,6.920059185010526
Allergic Rhinitis,Beconase AQ,1.0,1.0,4.319273404069607
Allergic Rhinitis,Benadryl Allergy,4.0,5.0,6.930195283510674
Allergic Rhinitis,Brompheniramine / pseudoephedrine,10.0,18.0,6.633970466631683
Allergic Rhinitis,Cetirizine,6.142857142857143,15.214285714285714,6.615716485467579
Allergic Rhinitis,Cetirizine / pseudoephedrine,10.0,14.0,7.369878171891573
Allergic Rhinitis,Children's Claritin Allergy,10.0,11.0,7.544492890288928
Allergic Rhinitis,Chlorpheniramine,10.0,18.0,6.633970466631683
Allergic Rhinitis,Chlorpheniramine / phenylephrine,10.0,10.0,8.574485878929147
Allergic Rhinitis,Clarinex,10.0,6.0,6.1731344641759245
Allergic Rhinitis,Claritin,1.0,16.0,6.871503770619663
Allergic Rhinitis,Deconamine,10.0,5.0,7.170997223562014
Allergic Rhinitis,Desloratadine,5.0,6.6,6.870411274249699
Allergic Rhinitis,Dexamethasone,10.0,15.0,8.482883456649951
Allergic Rhinitis,Dexbrompheniramine / pseudoephedrine,9.75,12.5,7.63410040664519
Allergic Rhinitis,Diphenhydramine,8.5,10.0,4.946915020183181
Allergic Rhinitis,Drixoral Cold and Allergy,9.666666666666666,13.666666666666666,6.848622705523312
Allergic Rhinitis,Dymista,8.285714285714286,11.142857142857142,6.976425693612909
Allergic Rhinitis,Fexofenadine,6.5,17.5,6.898151940630143
Allergic Rhinitis,Fexofenadine / pseudoephedrine,8.4,8.8,6.651756481413867
Allergic Rhinitis,Flonase,7.5,27.75,6.93109153041331
Allergic Rhinitis,Fluticasone,8.333333333333334,19.833333333333332,6.902075084230316
Allergic Rhinitis,Levocetirizine,7.0,13.666666666666666,7.252083837674576
Allergic Rhinitis,Loratadine,4.0,3.3333333333333335,7.48637466053177
Allergic Rhinitis,Loratadine / pseudoephedrine,8.0,8.0,6.3138051425668555
Allergic Rhinitis,Methylprednisolone,3.0,3.0,8.981228211240314
Allergic Rhinitis,Mometasone,6.333333333333333,13.5,7.055408098677769
Allergic Rhinitis,Montelukast,6.0,31.0,7.067504920070051
Allergic Rhinitis,Nasacort,7.5,12.625,6.288565551889844
Allergic Rhinitis,Nasacort AQ,9.5,16.0,8.757723323137412
Allergic Rhinitis,Nasacort Allergy 24HR,9.0,4.0,6.488797056437408
Allergic Rhinitis,Nasonex,6.875,12.375,6.988723056385941
Allergic Rhinitis,Olopatadine,10.0,8.0,7.737592628105482
Allergic Rhinitis,Omnaris,8.0,0.0,3.504191062614135
Allergic Rhinitis,Palgic,9.0,3.0,6.431394586545243
Allergic Rhinitis,Patanase,5.0,12.0,7.152286245842287
Allergic Rhinitis,R-Tanna,10.0,2.0,8.074493292790843
Allergic Rhinitis,Singulair,6.428571428571429,49.285714285714285,6.724893697322953
Allergic Rhinitis,Triamcinolone,6.5,5.9,6.852392564774597
Allergic Rhinitis,Veramyst,9.5,6.5,6.392243997393106
Allergic Rhinitis,Xyzal,7.5,16.666666666666668,6.602199979589852
Allergic Rhinitis,Zyrtec,7.166666666666667,32.833333333333336,6.94262965604625
Allergic Urticaria,Atarax,4.5,63.0,5.024795896094039
Allergic Urticaria,Famotidine,9.0,18.0,6.746195481627737
Allergic Urticaria,Hydroxyzine,1.5,18.5,4.530223484165872
Allergic Urticaria,Vistaril,9.0,45.0,6.941455322987079
Allergies,Atarax,9.5,20.5,7.588034889574294
Allergies,Corticotropin,9.0,3.0,8.842186219376321
Allergies,Hydroxyzine,9.428571428571429,23.428571428571427,7.430087380776683
Allergies,Levocetirizine,6.3076923076923075,17.153846153846153,6.279070058924694
Allergies,Xyzal,4.636363636363637,15.090909090909092,6.532621522880603
Alopecia,Minoxidil,8.857142857142858,59.42857142857143,6.377049964851965
Alopecia,Rogaine,4.5,54.5,6.761546861328998
Alopecia,Spironolactone,7.75,59.75,4.27036036859357
Alopecia,Triamcinolone,9.5,31.5,6.279684941457644
Alzheimer's Disease,Aricept,4.5,56.5,5.344162418964043
Alzheimer's Disease,Donepezil,2.25,37.5,4.8533244222975895
Alzheimer's Disease,Exelon,8.666666666666666,60.0,6.032738054706886
Alzheimer's Disease,Galantamine,9.0,16.666666666666668,5.561341678412885
Alzheimer's Disease,Memantine,8.666666666666666,41.0,6.711439582828078
Alzheimer's Disease,Namenda,5.0,46.666666666666664,6.401066816724554
Alzheimer's Disease,Rivastigmine,9.5,55.0,7.508728625917692
Amebiasis,Metronidazole,3.5,1.5,4.668660053064048
Amenorrhea,Medroxyprogesterone,7.75,21.375,6.292297846749325
Amenorrhea,Norethindrone,10.0,9.0,8.656796740464273
Amenorrhea,Prometrium,6.0,31.0,1.587362576586164
Amenorrhea,Provera,7.833333333333333,32.166666666666664,7.220556917600068
Anal Itching,Pramoxine,10.0,3.0,8.745991303284766
Anaplastic Oligodendroglioma,Temozolomide,10.0,0.0,6.109306553878856
Androgenetic Alopecia,Finasteride,6.285714285714286,24.285714285714285,7.04669388552407
Anemia,Integra,10.0,13.0,6.256623555456826
Anemia,Maxaron Forte,8.0,5.0,6.124057251494149
Anemia,Multivitamin with iron,8.5,8.5,6.297668115328577
Anemia Associated with Chronic Renal Failure,Ferrlecit,5.0,3.0,7.390379335933776
"Anemia, Sickle Cell",Hydroxyurea,6.333333333333333,17.333333333333332,6.163715172808865
Anesthesia,Diprivan,9.666666666666666,31.333333333333332,7.600647636678576
Anesthesia,Ketalar,10.0,44.0,6.109558961391044
Anesthesia,Ketamine,1.0,21.0,6.382068816107202
Anesthesia,Lidocaine,3.0,7.0,6.735530407131732
Anesthesia,Propofol,7.5675675675675675,16.43243243243243,6.717083442164525
Anesthesia,Succinylcholine,3.0,12.0,6.59900117125482
Anesthesia,Thiopental,10.0,4.0,8.358950719271757
Anesthetic Adjunct,Dilaudid-HP,10.0,2.0,8.074493292790843
Angina,Atenolol,9.0,18.0,6.746195481627737
Angina,Carvedilol,10.0,2.0,8.074493292790843
Angina,Isosorbide dinitrate,4.0,10.0,8.408472604559076
Angina,Lopressor,10.0,39.0,7.19431641656822
Angina,Metoprolol,1.0,15.0,6.71052568386338
Angina,Nitrostat,8.0,19.0,4.844844184750362
Angina,Ranexa,7.0,49.0,7.298537411812603
Angina,Ranolazine,5.4,27.4,5.492421327771866
Angina Pectoris Prophylaxis,Isosorbide mononitrate,1.0,16.0,7.003408356848098
Angina Pectoris Prophylaxis,Nitrostat,10.0,12.0,6.355865537958907
Ankylosing Spondylitis,Adalimumab,9.6,37.2,8.063555986035501
Ankylosing Spondylitis,Cataflam,10.0,5.0,7.170997223562014
Ankylosing Spondylitis,Certolizumab,9.0,5.5,6.993761450885245
Ankylosing Spondylitis,Cosentyx,2.0,24.0,6.357074488908991
Ankylosing Spondylitis,Diclofenac,9.25,5.25,6.709325072343087
Ankylosing Spondylitis,Enbrel,6.4,11.8,6.953416847538824
Ankylosing Spondylitis,Esomeprazole / naproxen,2.0,2.0,7.579306469455799
Ankylosing Spondylitis,Etanercept,6.0,11.0,6.686959572900686
Ankylosing Spondylitis,Golimumab,8.0,16.0,7.887237930752728
Ankylosing Spondylitis,Humira,7.9,32.8,7.594771999497669
Ankylosing Spondylitis,Indocin SR,7.0,9.0,6.573012972205689
Ankylosing Spondylitis,Indomethacin,10.0,4.0,8.358950719271757
Ankylosing Spondylitis,Infliximab,8.0,32.0,5.20783624151475
Ankylosing Spondylitis,Remicade,8.0,36.0,6.759892234844327
Ankylosing Spondylitis,Secukinumab,2.0,13.666666666666666,6.194286406978212
Ankylosing Spondylitis,Simponi,6.666666666666667,16.0,6.5159772619104155
Ankylosing Spondylitis,Voltaren,8.5,19.5,7.42944194991424
Anorexia,Cyproheptadine,9.11111111111111,59.111111111111114,7.031342926410746
Anorexia,Dronabinol,9.0,20.0,7.106682637574135
Anorexia,Marinol,10.0,28.0,8.7151200080925
Anorexia,Megestrol,10.0,14.5,7.985450293184069
Anorexia/Feeding Problems,Fluvoxamine,8.0,15.0,7.633383658619352
Antiphospholipid Syndrome,Coumadin,9.0,24.0,7.084225295181232
Anxiety,Alprazolam,9.061224489795919,36.785714285714285,7.17811747876895
Anxiety,Alprazolam Intensol,10.0,38.0,6.181254371017418
Anxiety,Atarax,6.6923076923076925,64.07692307692308,6.5659411454765095
Anxiety,Atenolol,7.75,41.875,6.329124063778831
Anxiety,Ativan,8.542857142857143,53.91428571428571,6.604427459417945
Anxiety,BuSpar,6.790697674418604,65.69767441860465,6.7519168673925805
Anxiety,Bupropion,7.111111111111111,46.888888888888886,6.1282892452103725
Anxiety,Buspirone,5.444444444444445,43.73015873015873,6.264963594405367
Anxiety,Catapres,8.0,118.0,6.275782222423456
Anxiety,Chlordiazepoxide,10.0,27.0,7.721395863083068
Anxiety,Clonazepam,8.530303030303031,34.015151515151516,7.238370976763921
Anxiety,Clonidine,7.0,42.333333333333336,8.10847390266249
Anxiety,Clorazepate,9.666666666666666,31.333333333333332,7.704531394561607
Anxiety,Compazine,1.0,10.0,6.8294758571584
Anxiety,Cymbalta,7.352941176470588,51.294117647058826,6.826192134253094
Anxiety,Desvenlafaxine,7.884615384615385,33.30769230769231,6.635166963739087
Anxiety,Diazepam,9.088888888888889,61.68888888888889,6.9347612490715305
Anxiety,Dilantin,7.0,39.0,4.433600125384408
Anxiety,Duloxetine,6.566666666666666,44.36666666666667,6.413967715392137
Anxiety,Effexor XR,7.434782608695652,73.21739130434783,6.98240078319447
Anxiety,Escitalopram,7.247706422018348,34.5045871559633,6.614733081977318
Anxiety,Gabapentin,8.375,84.7,6.917245553647274
Anxiety,Hydroxyzine,5.833333333333333,37.8,6.6042804839434925
Anxiety,Klonopin,8.595744680851064,62.51063829787234,6.952845576450861
Anxiety,Klonopin Wafer,10.0,27.0,7.921906947449914
Anxiety,Lamotrigine,7.333333333333333,23.0,7.909723824851663
Anxiety,Lexapro,7.72463768115942,43.69565217391305,6.774877622262434
Anxiety,Librium,9.666666666666666,32.0,6.4826105180684666
Anxiety,Limbitrol DS,10.0,17.0,7.900790082378434
Anxiety,Lorazepam,8.016949152542374,37.71186440677966,7.30884090280063
Anxiety,Meprobamate,3.0,6.0,6.418151082737053
Anxiety,Mirtazapine,7.681818181818182,71.4090909090909,7.092833527683317
Anxiety,Niravam,10.0,46.0,8.094008892062753
Anxiety,Oxazepam,8.75,50.25,7.134141079221897
Anxiety,Oxcarbazepine,1.0,8.0,5.707023638890452
Anxiety,Paroxetine,7.333333333333333,56.61538461538461,6.523328463303246
Anxiety,Paxil,7.153846153846154,48.80769230769231,6.807467479110097
Anxiety,Paxil CR,9.0,28.0,8.811472745889803
Anxiety,Pristiq,6.666666666666667,25.77777777777778,5.804986859641438
Anxiety,Prochlorperazine,5.25,20.0,6.685071151501544
Anxiety,Propranolol,8.052631578947368,45.8421052631579,6.844189848846939
Anxiety,Remeron,7.666666666666667,100.66666666666667,7.365287519608323
Anxiety,Risperidone,6.2,26.2,7.1645768918024
Anxiety,Serax,7.0,41.0,6.687912738182168
Anxiety,Stelazine,9.0,31.0,6.361917241451971
Anxiety,Tenormin,9.0,155.0,8.260092019107796
Anxiety,Tramadol,9.833333333333334,60.166666666666664,7.052808634761877
Anxiety,Tranxene,8.5,69.5,6.148328351808685
Anxiety,Trazodone,7.9,80.3,6.6719733483166
Anxiety,Triavil,9.0,52.0,7.862005840803524
Anxiety,Valium,8.722222222222221,80.16666666666667,6.52230835302439
Anxiety,Vanspar,1.0,10.0,6.8294758571584
Anxiety,Venlafaxine,8.096774193548388,68.64516129032258,7.192739103540307
Anxiety,Vilazodone,6.333333333333333,28.0,6.7970848315771875
Anxiety,Vistaril,5.8125,59.1875,6.756808508062176
Anxiety,Xanax,8.528301886792454,44.35849056603774,6.924086431192043
Anxiety,Xanax XR,9.428571428571429,40.142857142857146,6.688060847548087
Anxiety and Stress,Amitriptyline,8.0,99.15,7.202178904230553
Anxiety and Stress,Celexa,7.7272727272727275,85.2909090909091,6.805906623118466
Anxiety and Stress,Citalopram,8.08641975308642,66.96296296296296,6.85418286116245
Anxiety and Stress,Effexor,9.6,67.8,7.280691200795237
Anxiety and Stress,Effexor XR,7.333333333333333,28.333333333333332,5.982068256132901
Anxiety and Stress,Elavil,10.0,255.0,7.609209978008934
Anxiety and Stress,Fluoxetine,7.413043478260869,78.58695652173913,6.983630346299025
Anxiety and Stress,Fluvoxamine,6.0,48.5,6.8575717530844775
Anxiety and Stress,Luvox,7.0,2.0,5.771316867725653
Anxiety and Stress,Luvox CR,10.0,40.0,8.37458833025563
Anxiety and Stress,Paroxetine,7.3076923076923075,33.53846153846154,7.506018860346294
Anxiety and Stress,Paxil,7.0,51.714285714285715,6.4838569882503725
Anxiety and Stress,Prozac,7.0,79.59375,6.8206252679873325
Anxiety and Stress,Sertraline,6.863636363636363,34.95454545454545,6.4167056870080055
Anxiety and Stress,Venlafaxine,7.818181818181818,43.09090909090909,6.941535618247821
Anxiety and Stress,Zoloft,8.4,27.2,5.799721009624992
